-0.006607143,0.600059524,0.525535714,0.113879113,0.605680943,0.533659313,0
0.016666667,0.634583333,0.4625,0.03958114,0.635121379,0.463420256,0
0.1096,0.6464,0.4372,0.133626345,0.647753039,0.440495176,0
0.1572,0.6764,0.4168,0.176079527,0.677315288,0.419847591,0
0.1664,0.6536,0.4176,0.179599555,0.656237762,0.419676066,0
0.185,0.66625,0.424583333,0.202875167,0.668546309,0.427867776,0
0.2036,0.6572,0.4016,0.215879596,0.658425394,0.40470236,0
0.1772,0.6656,0.4004,0.184401735,0.666033032,0.402993796,0
0.1664,0.6856,0.3792,0.169729196,0.686218624,0.379978947,0
0.152,0.6872,0.3804,0.158745079,0.687825559,0.382763635,0
0.157083333,0.665416667,0.387916667,0.158626921,0.665522977,0.389449398,0
0.1432,0.672,0.4104,0.150996689,0.672208301,0.410881978,0
0.1256,0.652,0.436,0.128996124,0.652251485,0.436201788,0
0.094,0.6508,0.448,0.098529183,0.650971582,0.448785026,0
0.09625,0.652083333,0.44375,0.097403799,0.652185429,0.444020457,0
0.0964,0.6504,0.4472,0.098407317,0.650519792,0.447446086,0
0.0972,0.6468,0.4524,0.098488578,0.647002318,0.452809011,0
0.0956,0.6436,0.4492,0.097262531,0.643965838,0.44941295,0
0.084,0.6476,0.434,0.09495262,0.648354841,0.435518082,0
0.08,0.686666667,0.38,0.088741197,0.687052885,0.380832422,0
0.0392,0.6972,0.4,0.058034473,0.697679009,0.400849099,0
0.1188,0.6368,0.4464,0.141605085,0.638517032,0.449711018,0
0.1868,0.6548,0.4576,0.190630533,0.65630176,0.461198439,0
0.0392,0.6624,0.4248,0.097118484,0.66887368,0.428504376,0
0.0584,0.6568,0.452,0.111498879,0.658877834,0.455490944,0
0.04875,0.660416667,0.389166667,0.12504999,0.662045442,0.394112928,0
0.072,0.6916,0.4128,0.083378654,0.692453609,0.414757761,0
0.0232,0.62,0.4936,0.038052595,0.620509468,0.49430355,0
0.0512,0.684,0.4176,0.075206383,0.685594632,0.419237403,0
0.0592,0.666,0.4108,0.095163018,0.667583703,0.413922698,0
0.017916667,0.63125,0.44625,0.058913779,0.631667766,0.447236887,0
0.0312,0.664,0.438,0.04,0.664457674,0.438602326,0
0.0476,0.6596,0.4132,0.073620649,0.66013029,0.414212506,0
0.067083333,0.674166667,0.4025,0.079660739,0.674481282,0.406119851,0
0.054615385,0.684230769,0.387307692,0.064688603,0.684417214,0.392168527,0
0.059583333,0.674583333,0.392916667,0.064775252,0.674644968,0.395679795,0
0.0192,0.668,0.402,0.043081318,0.668305319,0.40609851,0
0.0432,0.692,0.36,0.072498276,0.693760766,0.375478362,0
0.0152,0.686,0.356,0.022090722,0.686116608,0.356269561,0
0.00875,0.682916667,0.35625,0.019257033,0.682962298,0.356797095,0
0.016,0.686,0.3244,0.079699435,0.687037117,0.336612537,0
-0.018,0.6968,0.3216,0.171055547,0.697033715,0.329156498,0
0.036,0.6964,0.3488,0.044899889,0.696548634,0.350599487,0
0.026,0.692,0.346,0.026457513,0.692017341,0.346057799,0
0.027083333,0.6925,0.34875,0.027462095,0.692519554,0.348813465,0
0.0284,0.6924,0.346,0.029189039,0.692424725,0.346069357,0
0.0296,0.6944,0.3584,0.040496913,0.694590527,0.360521844,0
0.0372,0.696,0.37,0.060827625,0.696379207,0.370604911,0
0.0568,0.6888,0.3808,0.074404301,0.689550578,0.384177043,0
0.0952,0.676,0.386,0.101153349,0.676343108,0.387117553,0
0.069467456,0.58035503,0.556982249,0.151516984,0.585112137,0.565878382,0
